ts,mber,aer,moer,cmer,lrmer,lrmer_c
2013-01-01 00:00:00,1.0612293310625423e-06,0.03251213264001632,0.07105728559735054,0.0355291734133408,-1.1161908791079014e-05,0.1908466608297189
2013-01-01 01:00:00,1.0612300850270232e-06,0.032530492753196374,0.08859439887681818,0.044297730053451605,-1.210441616283952e-05,0.0630950581991447
2013-01-01 02:00:00,1.0286296660968506e-06,0.032202192293292874,0.09238794363080335,0.046194486130234726,-1.209258584449642e-05,-0.0800527549200901
2013-01-01 03:00:00,1.1259318219505791e-06,0.033426753101502664,0.08423778664039189,0.042119456286106915,-1.1968757480308297e-05,0.1361003378072919
2013-01-01 04:00:00,1.573952497771409e-06,0.03626426023077452,0.06840238950880512,0.03420198173065144,-1.1867117083429288e-05,0.2088528500158539
2013-01-01 05:00:00,1.3845064485319205e-06,0.0345777240896738,0.035542756966251386,0.017772070736349958,-1.1979014304898923e-05,0.0983872799077127
2013-01-01 06:00:00,1.5081806624987963e-06,0.03481447297087815,0.05978685858070034,0.029894183380681418,-1.282228924795672e-05,0.1119886301497493
2013-01-01 07:00:00,3.076224158794199e-07,1.7672228508734355e-06,0.08289599093886503,0.04144814928064045,-1.3030699951888776e-05,1.047695547760895
2013-01-01 08:00:00,2.6148305448606077e-08,1.376756036116903e-07,0.07848057280152065,0.03924029947491305,-2.4197716167770084e-06,-8.911599295520088e-07
2013-01-01 09:00:00,2.1114859514816e-08,1.1478471918599228e-07,0.0807674111604923,0.040383716137675905,-2.2072583629219115e-06,-9.301902678122666e-07
2013-01-01 10:00:00,2.008839227407129e-08,1.0410664926640036e-07,0.08171979951915971,0.04085990980377599,-2.1845891023647687e-06,-7.508919938647859e-07
2013-01-01 11:00:00,2.0663960606225503e-08,1.0067863541553712e-07,0.08179617612025632,0.040898098392108465,-2.218627514755752e-06,-7.168639228233103e-07
2013-01-01 12:00:00,2.3912791770135326e-08,1.111705826811328e-07,0.0772815801827887,0.03864080204779024,-2.3525409398303636e-06,-7.396742972261212e-07
2013-01-01 13:00:00,4.345400597701162e-08,1.475727689740837e-07,0.07509065257049695,0.03754534801225146,-1.4642414232207083e-06,-2.055853726313655e-07
2013-01-01 14:00:00,2.421242372874667e-07,0.01676018059304756,0.057333095573263146,0.028666668848750215,-1.2829818800358038e-05,0.1187012532995306
2013-01-01 15:00:00,1.0575199555891412e-06,0.05844802340751889,0.09003292634226141,0.0450169919311085,-9.610698733634625e-06,-0.1175098425432974
2013-01-01 16:00:00,1.0564674535083364e-06,0.04871261306318739,0.0625920663822849,0.0312965614248692,-6.515651914242999e-06,0.0514742887354784
2013-01-01 17:00:00,1.0393862743850774e-06,0.05378709470782263,0.0625920663822849,0.03129655288427964,-6.151404535301092e-06,-0.0372227509333219
2013-01-01 18:00:00,1.022459088063115e-06,0.054464284974504874,0.06372430050885378,0.03186266148397092,-5.923563368231619e-06,-0.0037221776429823
2013-01-01 19:00:00,1.022709513981065e-06,0.054491413127879404,0.07866732472113265,0.039334173715323315,-5.838864991046161e-06,0.0329625968065379
2013-01-01 20:00:00,1.0233668629186476e-06,0.05535831979297817,0.08320552669451371,0.041603275030688315,-7.786958409217452e-06,0.1247156976484602
2013-01-01 21:00:00,1.0069808290170729e-06,0.06621816236641064,0.09775375512783314,0.04887738105433108,-7.740847981268605e-06,-0.1234882207148231
2013-01-01 22:00:00,1.0204782094824402e-06,0.06845287124791188,0.023529157941689107,0.011765089209949295,-9.553504596260548e-06,-0.2683235325801687
2013-01-01 23:00:00,1.0207725555448903e-06,0.07208193481347026,0.04381776628803546,0.0219093935302955,-1.0968961467680656e-05,-0.0715321615144055
