ts,mber,aer,moer,cmer
2013-01-01 00:00:00,4.2204676643946014e-07,1.667362697961805e-07,0.023285036572387615,0.011642729309577026
2013-01-01 01:00:00,4.354520689198699e-07,1.7203336208584259e-07,0.02526616174035175,0.012633298596210336
2013-01-01 02:00:00,4.3165343409083713e-07,1.7053345593551927e-07,0.02409435720887768,0.012047394431155885
2013-01-01 03:00:00,3.994128630912559e-07,1.5779655416508737e-07,0.025222030739296675,0.012611215076079884
2013-01-01 04:00:00,3.819104791652557e-07,1.5088326307789486e-07,0.02223027746721043,0.011115329688844797
2013-01-01 05:00:00,3.822342124847632e-07,1.5101238704273448e-07,0.020672941773091466,0.010336662003651976
2013-01-01 06:00:00,4.026982933377863e-07,1.5909850966062062e-07,0.021752458589708645,0.01087643064400099
2013-01-01 07:00:00,4.072833669953036e-07,1.6091135902783796e-07,0.02129528558689423,0.010647846435130613
2013-01-01 08:00:00,0.010989010989010992,0.006389776357827477,0.020752004476224047,0.01587050773261752
2013-01-01 09:00:00,0.010638297872340429,0.006329113924050634,0.022092012700753266,0.016365155286546848
2013-01-01 10:00:00,0.009900990099009901,0.0058651026392961885,0.024120521507057544,0.017010755803033722
2013-01-01 11:00:00,0.010582010582010585,0.006153846153846154,0.023679019805627147,0.017130515193818866
2013-01-01 12:00:00,0.01818181818181818,0.011428571428571429,0.021796585420534118,0.01998920180117615
2013-01-01 13:00:00,3.751067178612315e-07,1.1127270793150748e-07,0.02232275235443314,0.0111615637305755
2013-01-01 14:00:00,5.34315857078701e-07,2.2506783825979952e-07,0.014821098444053313,0.0074108163799551955
2013-01-01 15:00:00,1.0048100255925113e-06,4.89877034006186e-07,0.01710296296238634,0.008551983886205967
2013-01-01 16:00:00,2.3971828307373175e-06,9.472057509281432e-07,0.016885004959757744,0.008443701071294241
2013-01-01 17:00:00,3.157849862133538e-06,1.2478215116109792e-06,0.017518727762217533,0.008760942806039833
2013-01-01 18:00:00,3.084130452549882e-06,1.2186759654350999e-06,0.01815596262599579,0.00907952337822417
2013-01-01 19:00:00,3.0404609338775757e-06,1.2014143049197516e-06,0.01548091035065054,0.007741975405792209
2013-01-01 20:00:00,3.6252374530531757e-06,1.4323884026195522e-06,0.01423609680903016,0.007119861023241607
2013-01-01 21:00:00,3.4165218441018306e-06,1.3499299723826826e-06,0.012123018338694098,0.0060632174302691
2013-01-01 22:00:00,2.589327482604035e-06,1.0230042976410545e-06,0.017206033442795705,0.008604311385139155
2013-01-01 23:00:00,2.377783889563035e-06,9.394155269729683e-07,0.022642799482191615,0.011322588633040588
2013-01-02 00:00:00,3.0302571173164043e-06,1.1972219661497461e-06,0.023285036572387615,0.011644033414752467
2013-01-02 01:00:00,3.498711599453501e-06,1.3823183967686927e-06,0.02526616174035175,0.012634830225975602
2013-01-02 02:00:00,3.321832411340293e-06,1.3124278164700942e-06,0.02409435720887768,0.01204883952064451
2013-01-02 03:00:00,3.4265879236761808e-06,1.3538147453440617e-06,0.025222030739296675,0.012612728663610176
2013-01-02 04:00:00,3.808237471533425e-06,1.5046618184791028e-06,0.02223027746721043,0.011117042852340981
2013-01-02 05:00:00,4.281988955323155e-06,1.6922124945073605e-06,0.020672941773091466,0.010338611881023394
2013-01-02 06:00:00,4.181837443614892e-06,1.6526203121359071e-06,0.021752458589708645,0.01087832021357613
2013-01-02 07:00:00,5.44250268043257e-06,2.1510015370442407e-06,0.02129528558689423,0.010650364044787333
2013-01-02 08:00:00,6.928590482195255e-07,4.1283566635942523e-07,0.020752004476224047,0.010376348667636133
2013-01-02 09:00:00,2.318675731946802e-07,1.6107136943522582e-07,0.022092012700753266,0.01104612228416323
2013-01-02 10:00:00,3.740365379836349e-07,2.491208773359691e-07,0.024120521507057544,0.012060447771797765
2013-01-02 11:00:00,3.4170286666836153e-07,2.2849469613541433e-07,0.023679019805627147,0.011839680754246908
2013-01-02 12:00:00,3.4218113372000706e-07,2.2802838223668021e-07,0.021796585420534118,0.010898463800833919
2013-01-02 13:00:00,4.424738429375379e-07,2.7500742932570324e-07,0.02232275235443314,0.011161597414138039
2013-01-02 14:00:00,6.449139643312827e-07,3.8039068623186233e-07,0.014821098444053313,0.007410871679008822
2013-01-02 15:00:00,5.630114355665583e-06,1.602641152619517e-06,0.01710296296238634,0.008554296538371003
2013-01-02 16:00:00,7.72293208839668e-06,3.0525414888084287e-06,0.016885004959757744,0.008446363945923071
2013-01-02 17:00:00,8.178203044336084e-06,3.2323206203469737e-06,0.017518727762217533,0.008763452982630935
2013-01-02 18:00:00,6.907257973997629e-06,2.7298294607290144e-06,0.01815596262599579,0.009081434941984894
2013-01-02 19:00:00,4.753177669028091e-06,1.8782688586243124e-06,0.01548091035065054,0.007742831764159784
2013-01-02 20:00:00,3.809818228129738e-06,1.5053918836151423e-06,0.01423609680903016,0.007119953313629145
2013-01-02 21:00:00,3.2502145141579345e-06,1.284177937162605e-06,0.012123018338694098,0.006063134276604128
2013-01-02 22:00:00,1.5628809522321068e-06,6.174668275208918e-07,0.017206033442795705,0.008603798161873968
2013-01-02 23:00:00,1.557856613630996e-06,6.154669553945248e-07,0.022642799482191615,0.011322178669402622
2013-01-03 00:00:00,1.5139692428064512e-06,5.981315566433576e-07,0.023285036572387615,0.01164327527081521
2013-01-03 01:00:00,1.3633841375709132e-06,5.386393474535126e-07,0.02526616174035175,0.01263376256224466
2013-01-03 02:00:00,1.2527146326088636e-06,4.949164165359098e-07,0.02409435720887768,0.012047804961755145
2013-01-03 03:00:00,1.1708995857591446e-06,4.625929742489294e-07,0.025222030739296675,0.012611600819441217
2013-01-03 04:00:00,1.1899191949673082e-06,4.7010777408764074e-07,0.02223027746721043,0.0111157336932027
2013-01-03 05:00:00,1.159871866635149e-06,4.5823625598250345e-07,0.020672941773091466,0.01033705082247905
2013-01-03 06:00:00,1.073070752920094e-06,4.239417544727763e-07,0.021752458589708645,0.010876765830230783
2013-01-03 07:00:00,1.1528033988333172e-06,4.554419298787031e-07,0.02129528558689423,0.010648219195146533
2013-01-03 08:00:00,7.091573668065067e-07,2.2446367911121367e-07,0.020752004476224047,0.010376356816795426
2013-01-03 09:00:00,4.1170669883029183e-07,1.8929030295307258e-07,0.022092012700753266,0.011046212203726048
2013-01-03 10:00:00,6.178856644594143e-07,2.8180497438759136e-07,0.024120521507057544,0.012060569696361002
