ts,mber,aer,moer,cmer,lrmer,lrmer_c
2013-01-01 00:00:00,6.923655128168454e-08,5.405394711489382e-08,0.15969802335951083,0.07984904629803105,-4.859050526982288e-07,-3.448979273303391e-07
2013-01-01 01:00:00,7.066716636205192e-08,5.5101520253147845e-08,0.1419281575242842,0.07096411409572528,-5.285495581279264e-07,-3.387282066626769e-07
2013-01-01 02:00:00,8.018155563095889e-08,6.219883073475482e-08,0.13257039252967315,0.06628523635561438,-5.79033433889157e-07,-4.286202409258528e-07
2013-01-01 03:00:00,8.429632281737644e-08,6.869360681540608e-08,0.12766403297379933,0.06383205863506107,-6.150860177342172e-07,-4.882966605929197e-07
2013-01-01 04:00:00,8.133425813999696e-08,7.103962057172285e-08,0.12403559122100562,0.062017836277631876,-6.446818196009417e-07,-5.100199535602716e-07
2013-01-01 05:00:00,8.236609681865618e-08,7.177659387361566e-08,0.12282022604651897,0.061410154206307896,-6.618993386970312e-07,-5.216501382190342e-07
2013-01-01 06:00:00,8.02547650062901e-08,6.920313487598391e-08,0.12954725961099495,0.06477366993287997,-6.565572094239335e-07,-5.290703738068417e-07
2013-01-01 07:00:00,5.616936396321147e-08,6.547031593549602e-08,0.15643771494306674,0.07821888555621535,-6.55721091126964e-07,-5.318529816479097e-07
2013-01-01 08:00:00,5.86321953136928e-08,6.668218838554495e-08,0.17149093930263318,0.08574549896741425,-6.661160171982073e-07,-5.429315500215739e-07
2013-01-01 09:00:00,5.0042882580130955e-08,6.897190066462774e-08,0.16814053473132706,0.08407029238710483,-6.045227284383558e-07,-4.917781058881341e-07
2013-01-01 10:00:00,2.6039832350351362e-08,9.476928643458525e-08,0.1363922092823263,0.06819611766107932,-5.412180527939587e-07,-5.276285324884227e-07
2013-01-01 11:00:00,1.6563925330950954e-08,7.316630514585577e-08,0.12522108948913618,0.06261055302653076,-4.889585756562642e-07,-3.706816366694673e-07
2013-01-01 12:00:00,1.4442652619421781e-08,6.966491357698247e-08,0.13113079638669187,0.06556540541467225,-4.580612865153246e-07,-3.389613836022866e-07
2013-01-01 13:00:00,1.7027971172802708e-08,7.462167946491899e-08,0.1326850794834533,0.06634254825571223,-4.556685667541237e-07,-3.381231006095136e-07
2013-01-01 14:00:00,2.0513477785688233e-08,8.158784227635808e-08,0.14005588832148022,0.070027954417479,-4.668429409276261e-07,-3.523222564268974e-07
2013-01-01 15:00:00,4.5388911541107766e-08,7.704341456618807e-08,0.16392261391995286,0.0819613296544322,-4.995434794465655e-07,-3.676989793002094e-07
2013-01-01 16:00:00,3.402615403316682e-07,2.1501866191872575e-07,0.20133473654412187,0.1006675384028311,-1.5890946300753e-06,-1.3477740578911242e-06
2013-01-01 17:00:00,9.012603158310705e-07,5.312441239403656e-07,0.20687535512705799,0.1034381281936869,3.121811465839518e-07,3.061030878901089e-07
2013-01-01 18:00:00,9.692553159398813e-07,5.469882794628935e-07,0.20595191869656862,0.10297644397594229,2.9074313190784186e-07,2.9175315917392765e-07
2013-01-01 19:00:00,1.1380909290794195e-06,3.9181417171959435e-06,0.20502848226607928,0.10251481017850418,3.015061307004822e-07,-1.936572193155436e-05
2013-01-01 20:00:00,1.5773563645829173e-06,6.758283649424451e-07,0.20334130409199827,0.10167144072418142,3.131585606299835e-07,0.0137674832431859
2013-01-01 21:00:00,1.6721129969917464e-06,7.012312352370518e-07,0.19431825117090562,0.0971599616419513,3.394589475423868e-07,0.0108600244459116
2013-01-01 22:00:00,7.348392903645668e-07,3.73546441941626e-07,0.17899083792328524,0.0894957863812878,-2.16783247556738e-06,-1.994235152526457e-06
2013-01-01 23:00:00,6.385574221564579e-07,3.1938725221987767e-07,0.17904729921637647,0.08952396888689931,-1.673523190102457e-06,-1.4539216999201029e-06
2013-01-02 00:00:00,6.163977995112223e-07,3.1648804216994857e-07,0.15969802335951083,0.07984931987865518,-1.6984580219710369e-06,-1.3371437147762666e-06
2013-01-02 01:00:00,4.01338891891068e-07,2.3588212936569571e-07,0.1419281575242842,0.07096427943158805,-1.635135379211185e-06,-1.3563460373314646e-06
2013-01-02 02:00:00,3.46606944222697e-07,2.3627692924267168e-07,0.13257039252967315,0.06628536956830869,-1.4961728504193825e-06,-1.2489614873237684e-06
2013-01-02 03:00:00,3.3687888250806593e-07,2.7154249902218207e-06,0.12766403297379933,0.06383218492634092,-2.4882861756943297e-06,0.0013109628046127
2013-01-02 04:00:00,2.9317644628454326e-07,3.7908422886103966e-05,0.12403559122100562,0.06201794219872595,-1.8437355534439072e-06,-0.0006665540791475
2013-01-02 05:00:00,3.7742099718009145e-07,3.4982124589102584e-07,0.12282022604651897,0.061410301733758076,-2.318711769115572e-06,-1.942922945251024e-06
2013-01-02 06:00:00,4.232028392920317e-07,4.132113863423056e-07,0.12954725961099495,0.06477384140691712,-1.476982747273509e-06,-1.0582417362287545e-06
2013-01-02 07:00:00,6.176798231047345e-07,6.104017317965259e-07,0.15643771494306674,0.07821916631144492,2.883433328532497e-07,0.0014099130921233
2013-01-02 08:00:00,6.010025581244599e-07,0.0001822024022049773,0.17149093930263318,0.08574577015259566,2.47891219918735e-07,-0.0023568644131449
2013-01-02 09:00:00,3.778113193269771e-07,3.626816434777863e-07,0.16814053473132706,0.08407045627132319,4.143757168086936e-06,3.4622302942368622e-06
2013-01-02 10:00:00,8.631090863722758e-08,2.1738445332450545e-07,0.1363922092823263,0.06819614779661747,2.7076597572623667e-06,2.3725927765460178e-06
